"";"ID";"Name_submitted";"Overall_score";"Name_matched_id";"Name_matched";"Name_score";"Name_matched_rank";"Author_submitted";"Author_matched";"Author_score";"Canonical_author";"Name_matched_accepted_family";"Genus_submitted";"Genus_matched";"Genus_score";"Specific_epithet_submitted";"Specific_epithet_matched";"Specific_epithet_score";"Family_submitted";"Family_matched";"Family_score";"Infraspecific_rank";"Infraspecific_epithet_matched";"Infraspecific_epithet_score";"Infraspecific_rank_2";"Infraspecific_epithet_2_matched";"Infraspecific_epithet_2_score";"Annotations";"Unmatched_terms";"Name_matched_url";"Name_matched_lsid";"Phonetic";"Taxonomic_status";"Accepted_name";"Accepted_species";"Accepted_name_author";"Accepted_name_id";"Accepted_name_rank";"Accepted_name_url";"Accepted_name_lsid";"Accepted_family";"Overall_score_order";"Highertaxa_score_order";"Source";"Warnings";"WarningsEng"
"98";"98";"Scabiosa_columbaria";0,9;"493975";"Scabiosa columbaria";1;"species";"";"";NA;"L.";"Caprifoliaceae";"Scabiosa";"Scabiosa";1;"columbaria";"columbaria";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319793-1";"";"Y";"Accepted";"Scabiosa columbaria";"Scabiosa columbaria";"L.";"493975";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319793-1";"";"Caprifoliaceae";"1";"1";"wcvp";"0";""
"99";"99";"Scorzonera_purpurea";0,9;"127328";"Scorzonera purpurea";1;"species";"";"";NA;"L.";"Asteraceae";"Scorzonera";"Scorzonera";1;"purpurea";"purpurea";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:243361-1";"";"Y";"Accepted";"Scorzonera purpurea";"Scorzonera purpurea";"L.";"127328";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:243361-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"100";"100";"Securigera_varia";0,9;"183901";"Securigera varia";1;"species";"";"";NA;"(L.) Lassen";"Fabaceae";"Securigera";"Securigera";1;"varia";"varia";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:946592-1";"";"Y";"Synonym";"Coronilla varia";"Coronilla varia";"L.";"208984";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487281-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"101";"101";"Sedum_acre";0,9;"431253";"Sedum acre";1;"species";"";"";NA;"L.";"Crassulaceae";"Sedum";"Sedum";1;"acre";"acre";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274996-1";"";"Y";"Accepted";"Sedum acre";"Sedum acre";"L.";"431253";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274996-1";"";"Crassulaceae";"1";"1";"wcvp";"0";""
"102";"102";"Teucrium_montanum";0,9;"317279";"Teucrium montanum";1;"species";"";"";NA;"L.";"Lamiaceae";"Teucrium";"Teucrium";1;"montanum";"montanum";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:460563-1";"";"Y";"Accepted";"Teucrium montanum";"Teucrium montanum";"L.";"317279";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:460563-1";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"103";"103";"Thesium_linophyllon";0,9;"448776";"Thesium linophyllon";1;"species";"";"";NA;"L.";"Santalaceae";"Thesium";"Thesium";1;"linophyllon";"linophyllon";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:780950-1";"";"Y";"Accepted";"Thesium linophyllon";"Thesium linophyllon";"L.";"448776";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:780950-1";"";"Santalaceae";"1";"1";"wcvp";"0";""
"104";"104";"Thymus_praecox";0,9;"319494";"Thymus praecox";1;"species";"";"";NA;"Opiz";"Lamiaceae";"Thymus";"Thymus";1;"praecox";"praecox";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:461536-1";"";"Y";"Accepted";"Thymus praecox";"Thymus praecox";"Opiz";"319494";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:461536-1";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"105";"105";"Trifolium_montanum";0,9;"208355";"Trifolium montanum";1;"species";"";"";NA;"L.";"Fabaceae";"Trifolium";"Trifolium";1;"montanum";"montanum";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523419-1";"";"Y";"Accepted";"Trifolium montanum";"Trifolium montanum";"L.";"208355";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523419-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"106";"106";"Veronica_austriaca";0,9;"413982";"Veronica austriaca";1;"species";"";"";NA;"L.";"Plantaginaceae";"Veronica";"Veronica";1;"austriaca";"austriaca";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:811661-1";"";"Y";"Accepted";"Veronica austriaca";"Veronica austriaca";"L.";"413982";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:811661-1";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"107";"107";"Veronica_chamaedrys";0,9;"413664";"Veronica chamaedrys";1;"species";"";"";NA;"L.";"Plantaginaceae";"Veronica";"Veronica";1;"chamaedrys";"chamaedrys";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:811804-1";"";"Y";"Accepted";"Veronica chamaedrys";"Veronica chamaedrys";"L.";"413664";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:811804-1";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"108";"108";"Veronica_spicata";0,9;"419507";"Veronica spicata";1;"species";"";"";NA;"L.";"Plantaginaceae";"Veronica";"Veronica";1;"spicata";"spicata";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:812676-1";"";"Y";"Accepted";"Veronica spicata";"Veronica spicata";"L.";"419507";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:812676-1";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"109";"109";"Vincetoxicum_hirundinaria";0,9;"415943";"Vincetoxicum hirundinaria";1;"species";"";"";NA;"Medik.";"Apocynaceae";"Vincetoxicum";"Vincetoxicum";1;"hirundinaria";"hirundinaria";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:102810-1";"";"Y";"Accepted";"Vincetoxicum hirundinaria";"Vincetoxicum hirundinaria";"Medik.";"415943";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:102810-1";"";"Apocynaceae";"1";"1";"wcvp";"0";""
"110";"110";"Viola_hirta";0,9;"418121";"Viola hirta";1;"species";"";"";NA;"L.";"Violaceae";"Viola";"Viola";1;"hirta";"hirta";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:868309-1";"";"Y";"Accepted";"Viola hirta";"Viola hirta";"L.";"418121";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:868309-1";"";"Violaceae";"1";"1";"wcvp";"0";""
"111";"111";"Viola_rupestris";0,9;"417792";"Viola rupestris";1;"species";"";"";NA;"F.W.Schmidt";"Violaceae";"Viola";"Viola";1;"rupestris";"rupestris";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:869158-1";"";"Y";"Accepted";"Viola rupestris";"Viola rupestris";"F.W.Schmidt";"417792";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:869158-1";"";"Violaceae";"1";"1";"wcvp";"0";""
"112";"112";"Acer pseudoplatanus";1;"508503";"Acer pseudoplatanus";1;"species";"";"";NA;"L.";"Sapindaceae";"Acer";"Acer";1;"pseudoplatanus";"pseudoplatanus";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781462-1";"";"Y";"Accepted";"Acer pseudoplatanus";"Acer pseudoplatanus";"L.";"508503";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781462-1";"";"Sapindaceae";"1";"1";"wcvp";"0";""
"113";"113";"Achillea millefolium agg.";0,9;"42210";"Achillea millefolium";1;"species";"";"";NA;"L.";"Asteraceae";"Achillea";"Achillea";1;"millefolium";"millefolium";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2294-2";"";"Y";"Accepted";"Achillea millefolium";"Achillea millefolium";"L.";"42210";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2294-2";"";"Asteraceae";"1";"1";"wcvp";"0";""
"114";"114";"Agrimonia eupatoria";1;"997280";"Agrimonia eupatoria";1;"species";"";"";NA;"L.";"Rosaceae";"Agrimonia";"Agrimonia";1;"eupatoria";"eupatoria";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316550-2";"";"Y";"Accepted";"Agrimonia eupatoria";"Agrimonia eupatoria";"L.";"997280";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316550-2";"";"Rosaceae";"1";"1";"wcvp";"0";""
"115";"115";"Allium suaveolens";1;"749490";"Allium suaveolens";1;"species";"";"";NA;"Jacq.";"Amaryllidaceae";"Allium";"Allium";1;"suaveolens";"suaveolens";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528936-1";"";"Y";"Accepted";"Allium suaveolens";"Allium suaveolens";"Jacq.";"749490";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528936-1";"";"Amaryllidaceae";"1";"1";"wcvp";"0";""
"116";"116";"Alopecurus pratensis agg.";0,9;"837393";"Alopecurus pratensis";1;"species";"";"";NA;"L.";"Poaceae";"Alopecurus";"Alopecurus";1;"pratensis";"pratensis";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:387176-1";"";"Y";"Accepted";"Alopecurus pratensis";"Alopecurus pratensis";"L.";"837393";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:387176-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"117";"117";"Anthericum ramosum";1;"752647";"Anthericum ramosum";1;"species";"";"";NA;"L.";"Asparagaceae";"Anthericum";"Anthericum";1;"ramosum";"ramosum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:530637-1";"";"Y";"Accepted";"Anthericum ramosum";"Anthericum ramosum";"L.";"752647";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:530637-1";"";"Asparagaceae";"1";"1";"wcvp";"0";""
"118";"118";"Anthyllis vulneraria";1;"207482";"Anthyllis vulneraria";1;"species";"";"";NA;"L.";"Fabaceae";"Anthyllis";"Anthyllis";1;"vulneraria";"vulneraria";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474795-1";"";"Y";"Accepted";"Anthyllis vulneraria";"Anthyllis vulneraria";"L.";"207482";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474795-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"119";"119";"Arabidopsis thaliana";1;"535269";"Arabidopsis thaliana";1;"species";"";"";NA;"(L.) Heynh.";"Brassicaceae";"Arabidopsis";"Arabidopsis";1;"thaliana";"thaliana";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277970-1";"";"Y";"Accepted";"Arabidopsis thaliana";"Arabidopsis thaliana";"(L.) Heynh.";"535269";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277970-1";"";"Brassicaceae";"1";"1";"wcvp";"0";""
"120";"120";"Arabis hirsuta agg.";0,9;"535716";"Arabis hirsuta";1;"species";"";"";NA;"(L.) Scop.";"Brassicaceae";"Arabis";"Arabis";1;"hirsuta";"hirsuta";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:278269-1";"";"Y";"Accepted";"Arabis hirsuta";"Arabis hirsuta";"(L.) Scop.";"535716";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:278269-1";"";"Brassicaceae";"1";"1";"wcvp";"0";""
"121";"121";"Arenaria serpyllifolia agg.";0,9;"540066";"Arenaria serpyllifolia";1;"species";"";"";NA;"L.";"Caryophyllaceae";"Arenaria";"Arenaria";1;"serpyllifolia";"serpyllifolia";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303826-2";"";"Y";"Accepted";"Arenaria serpyllifolia";"Arenaria serpyllifolia";"L.";"540066";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303826-2";"";"Caryophyllaceae";"1";"1";"wcvp";"0";""
"122";"122";"Arrhenatherum elatius";1;"841342";"Arrhenatherum elatius";1;"species";"";"";NA;"(L.) P.Beauv. ex J.Presl & C.Presl";"Poaceae";"Arrhenatherum";"Arrhenatherum";1;"elatius";"elatius";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389923-1";"";"Y";"Accepted";"Arrhenatherum elatius";"Arrhenatherum elatius";"(L.) P.Beauv. ex J.Presl & C.Presl";"841342";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389923-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"123";"123";"Asperula cynanchica agg.";0,9;"280675";"Asperula cynanchica";1;"species";"";"";NA;"L.";"Rubiaceae";"Asperula";"Asperula";1;"cynanchica";"cynanchica";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:743955-1";"";"Y";"Synonym";"Cynanchica pyrenaica subsp. cynanchica";"Cynanchica pyrenaica";"(L.) P.Caputo & Del Guacchio";"1456370";"subspecies";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77215417-1";"";"Rubiaceae";"1";"1";"wcvp";"0";""
"124";"124";"Asperula tinctoria";1;"284563";"Asperula tinctoria";1;"species";"";"";NA;"L.";"Rubiaceae";"Asperula";"Asperula";1;"tinctoria";"tinctoria";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:744208-1";"";"Y";"Accepted";"Asperula tinctoria";"Asperula tinctoria";"L.";"284563";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:744208-1";"";"Rubiaceae";"1";"1";"wcvp";"0";""
"125";"125";"Aster alpinus";1;"90544";"Aster alpinus";1;"species";"";"";NA;"L.";"Asteraceae";"Aster";"Aster";1;"alpinus";"alpinus";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30147822-2";"";"Y";"Accepted";"Aster alpinus";"Aster alpinus";"L.";"90544";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30147822-2";"";"Asteraceae";"1";"1";"wcvp";"0";""
"126";"126";"Aster amellus";1;"103380";"Aster amellus";1;"species";"";"";NA;"L.";"Asteraceae";"Aster";"Aster";1;"amellus";"amellus";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331070-2";"";"Y";"Accepted";"Aster amellus";"Aster amellus";"L.";"103380";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331070-2";"";"Asteraceae";"1";"1";"wcvp";"0";""
"127";"127";"Betonica officinalis";1;"324707";"Betonica officinalis";1;"species";"";"";NA;"L.";"Lamiaceae";"Betonica";"Betonica";1;"officinalis";"officinalis";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:445133-1";"";"Y";"Accepted";"Betonica officinalis";"Betonica officinalis";"L.";"324707";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:445133-1";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"128";"128";"Betula pendula";1;"330372";"Betula pendula";1;"species";"";"";NA;"Roth";"Betulaceae";"Betula";"Betula";1;"pendula";"pendula";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295174-1";"";"Y";"Accepted";"Betula pendula";"Betula pendula";"Roth";"330372";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295174-1";"";"Betulaceae";"1";"1";"wcvp";"0";""
"129";"129";"Biscutella laevigata";1;"559092";"Biscutella laevigata";1;"species";"";"";NA;"L.";"Brassicaceae";"Biscutella";"Biscutella";1;"laevigata";"laevigata";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:279040-1";"";"Y";"Accepted";"Biscutella laevigata";"Biscutella laevigata";"L.";"559092";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:279040-1";"";"Brassicaceae";"1";"1";"wcvp";"0";""
"130";"130";"Brachypodium pinnatum agg.";0,9;"846244";"Brachypodium pinnatum";1;"species";"";"";NA;"(L.) P.Beauv.";"Poaceae";"Brachypodium";"Brachypodium";1;"pinnatum";"pinnatum";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:393166-1";"";"Y";"Accepted";"Brachypodium pinnatum";"Brachypodium pinnatum";"(L.) P.Beauv.";"846244";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:393166-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"131";"131";"Briza media";1;"846484";"Briza media";1;"species";"";"";NA;"L.";"Poaceae";"Briza";"Briza";1;"media";"media";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:393294-1";"";"Y";"Accepted";"Briza media";"Briza media";"L.";"846484";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:393294-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"132";"132";"Bromus erectus agg.";0,9;"847221";"Bromus erectus";1;"species";"";"";NA;"Huds.";"Poaceae";"Bromus";"Bromus";1;"erectus";"erectus";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30195095-2";"";"Y";"Accepted";"Bromus erectus";"Bromus erectus";"Huds.";"847221";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30195095-2";"";"Poaceae";"1";"1";"wcvp";"0";""
"133";"133";"Buphthalmum salicifolium";1;"81416";"Buphthalmum salicifolium";1;"species";"";"";NA;"L.";"Asteraceae";"Buphthalmum";"Buphthalmum";1;"salicifolium";"salicifolium";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:186459-1";"";"Y";"Accepted";"Buphthalmum salicifolium";"Buphthalmum salicifolium";"L.";"81416";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:186459-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"134";"134";"Campanula rapunculoides";1;"820195";"Campanula rapunculoides";1;"species";"";"";NA;"L.";"Campanulaceae";"Campanula";"Campanula";1;"rapunculoides";"rapunculoides";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:140949-1";"";"Y";"Accepted";"Campanula rapunculoides";"Campanula rapunculoides";"L.";"820195";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:140949-1";"";"Campanulaceae";"1";"1";"wcvp";"0";""
"135";"135";"Campanula rotundifolia agg.";0,9;"820328";"Campanula rotundifolia";1;"species";"";"";NA;"L.";"Campanulaceae";"Campanula";"Campanula";1;"rotundifolia";"rotundifolia";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30036649-2";"";"Y";"Accepted";"Campanula rotundifolia";"Campanula rotundifolia";"L.";"820328";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30036649-2";"";"Campanulaceae";"1";"1";"wcvp";"0";""
"136";"136";"Carduus defloratus agg.";0,9;"132991";"Carduus defloratus";1;"species";"";"";NA;"L.";"Asteraceae";"Carduus";"Carduus";1;"defloratus";"defloratus";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188581-1";"";"Y";"Accepted";"Carduus defloratus";"Carduus defloratus";"L.";"132991";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188581-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"137";"137";"Carex ericetorum";1;"341330";"Carex ericetorum";1;"species";"";"";NA;"Pollich";"Cyperaceae";"Carex";"Carex";1;"ericetorum";"ericetorum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:299646-1";"";"Y";"Accepted";"Carex ericetorum";"Carex ericetorum";"Pollich";"341330";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:299646-1";"";"Cyperaceae";"1";"1";"wcvp";"0";""
"138";"138";"Carex humilis";1;"342477";"Carex humilis";1;"species";"";"";NA;"Leyss.";"Cyperaceae";"Carex";"Carex";1;"humilis";"humilis";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300229-1";"";"Y";"Accepted";"Carex humilis";"Carex humilis";"Leyss.";"342477";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300229-1";"";"Cyperaceae";"1";"1";"wcvp";"0";""
"139";"139";"Carex montana";1;"343870";"Carex montana";1;"species";"";"";NA;"L.";"Cyperaceae";"Carex";"Carex";1;"montana";"montana";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301056-1";"";"Y";"Accepted";"Carex montana";"Carex montana";"L.";"343870";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301056-1";"";"Cyperaceae";"1";"1";"wcvp";"0";""
"140";"140";"Carex muricata agg.";0,9;"343967";"Carex muricata";1;"species";"";"";NA;"L.";"Cyperaceae";"Carex";"Carex";1;"muricata";"muricata";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30028489-2";"";"Y";"Accepted";"Carex muricata";"Carex muricata";"L.";"343967";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30028489-2";"";"Cyperaceae";"1";"1";"wcvp";"0";""
"141";"141";"Centaurea jacea";1;"94542";"Centaurea jacea";1;"species";"";"";NA;"L.";"Asteraceae";"Centaurea";"Centaurea";1;"jacea";"jacea";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:190753-1";"";"Y";"Accepted";"Centaurea jacea";"Centaurea jacea";"L.";"94542";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:190753-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"142";"142";"Centaurea scabiosa";1;"14451";"Centaurea scabiosa";1;"species";"";"";NA;"L.";"Asteraceae";"Centaurea";"Centaurea";1;"scabiosa";"scabiosa";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:191521-1";"";"Y";"Accepted";"Centaurea scabiosa";"Centaurea scabiosa";"L.";"14451";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:191521-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"143";"143";"Centaurea triumfettii";1;"5599";"Centaurea triumfettii";1;"species";"";"";NA;"All.";"Asteraceae";"Centaurea";"Centaurea";1;"triumfettii";"triumfettii";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:191816-1";"";"Y";"Accepted";"Centaurea triumfettii";"Centaurea triumfettii";"All.";"5599";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:191816-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"144";"144";"Cerastium fontanum agg.";0,9;"588629";"Cerastium fontanum";1;"species";"";"";NA;"Baumg.";"Caryophyllaceae";"Cerastium";"Cerastium";1;"fontanum";"fontanum";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:152255-1";"";"Y";"Accepted";"Cerastium fontanum";"Cerastium fontanum";"Baumg.";"588629";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:152255-1";"";"Caryophyllaceae";"1";"1";"wcvp";"0";""
"145";"145";"Clinopodium vulgare";1;"885235";"Clinopodium vulgare";1;"species";"";"";NA;"L.";"Lamiaceae";"Clinopodium";"Clinopodium";1;"vulgare";"vulgare";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:61206-2";"";"Y";"Accepted";"Clinopodium vulgare";"Clinopodium vulgare";"L.";"885235";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:61206-2";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"146";"146";"Convolvulus arvensis";1;"1278997";"Convolvulus arvensis";1;"species";"";"";NA;"L.";"Convolvulaceae";"Convolvulus";"Convolvulus";1;"arvensis";"arvensis";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:265849-1";"";"Y";"Accepted";"Convolvulus arvensis";"Convolvulus arvensis";"L.";"1278997";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:265849-1";"";"Convolvulaceae";"1";"1";"wcvp";"0";""
"147";"147";"Coronilla vaginalis";1;"208983";"Coronilla vaginalis";1;"species";"";"";NA;"Lam.";"Fabaceae";"Coronilla";"Coronilla";1;"vaginalis";"vaginalis";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487277-1";"";"Y";"Accepted";"Coronilla vaginalis";"Coronilla vaginalis";"Lam.";"208983";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487277-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"148";"148";"Crataegus monogyna agg.";0,9;"1000308";"Crataegus monogyna";1;"species";"";"";NA;"Jacq.";"Rosaceae";"Crataegus";"Crataegus";1;"monogyna";"monogyna";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:723820-1";"";"Y";"Accepted";"Crataegus monogyna";"Crataegus monogyna";"Jacq.";"1000308";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:723820-1";"";"Rosaceae";"1";"1";"wcvp";"0";""
